Close,EMA_9,SMA_5,SMA_10,SMA_15,SMA_30
117.22,117.34071190793009,117.30799999999999,116.79699999999998,116.48866666666666,120.58366666666666
120.81,117.32864071713709,117.21399999999998,117.0,116.15733333333333,120.42866666666667
119.16,117.67677664542339,117.894,117.578,116.51666666666667,120.34366666666666
124.57,117.82509898088105,118.34,117.973,116.80866666666665,120.06566666666666
125.39,118.49958908279295,119.752,118.63400000000001,117.55466666666666,119.97366666666667
123.24,119.18863017451366,121.42999999999999,119.369,118.34133333333334,119.93633333333334
122.88,119.5937671570623,122.63399999999999,119.924,118.878,119.81199999999998
122.83,119.92239044135606,123.048,120.471,119.40133333333333,119.69233333333334
123.78,120.21315139722044,123.782,121.061,119.90933333333334,119.56766666666665
123.44,120.5698362574984,123.624,121.68799999999999,120.29733333333334,119.53133333333334
125.0,120.85685263174857,123.234,122.33200000000002,120.65733333333333,119.536
124.22,121.27116736857371,123.58599999999998,123.11000000000001,121.14466666666665,119.62466666666667
125.45,121.56605063171635,123.854,123.451,121.59866666666667,119.69399999999999
125.12,121.95444556854473,124.378,124.08,122.16666666666667,119.808
126.5,122.27100101169023,124.646,124.13500000000002,122.674,119.82600000000001
125.58,122.69390091052121,125.258,124.24600000000001,123.30733333333335,119.898
125.59,122.98251081946907,125.374,124.47999999999999,123.86466666666666,120.011
128.35,123.24325973752215,125.648,124.75100000000002,124.18333333333334,120.35
125.89,123.75393376376992,126.228,125.303,124.796,120.80233333333334
125.33,123.96754038739293,126.38199999999999,125.51400000000001,124.884,121.21933333333332
123.8,124.10378634865363,126.148,125.703,124.88000000000001,121.61066666666666
127.49,124.07340771378826,125.792,125.583,124.91733333333333,121.89766666666667
129.41,124.41506694240942,126.17199999999998,125.91,125.22466666666668,122.313
131.81,124.91456024816848,126.38399999999999,126.30600000000001,125.66333333333333,122.78633333333333
131.07,125.60410422335163,127.56800000000001,126.975,126.19866666666667,123.248
130.95,126.15069380101644,128.71599999999998,127.43199999999999,126.70733333333334,123.68233333333333
129.89,126.6306244209148,130.14600000000002,127.96900000000001,127.10400000000001,124.12433333333334
130.5,126.95656197882333,130.626,128.39899999999997,127.482,124.54033333333334
129.18,127.310905780941,130.844,128.61399999999998,127.81866666666666,124.99266666666666
133.7,127.49781520284691,130.31799999999998,128.94299999999998,128.08933333333331,125.38166666666666
132.89,128.1180336825622,130.844,129.78,128.56933333333333,125.93833333333333
133.26,128.59523031430598,131.232,130.689,129.05666666666667,126.46066666666665
138.41,129.06170728287537,131.906,131.266,129.568,126.87566666666666
138.6,129.99653655458786,133.488,132.166,130.23866666666666,127.51733333333333
137.39,130.85688289912906,135.372,132.84499999999997,131.08599999999998,127.98499999999999
140.11,131.51019460921614,136.10999999999999,133.477,131.89,128.385
139.52,132.37017514829452,137.554,134.39299999999997,132.97733333333332,128.94733333333335
138.95,133.08515763346506,138.80599999999998,135.356,133.7793333333333,129.502
142.47,133.67164187011858,138.914,136.201,134.41533333333334,130.03933333333333
141.22,134.55147768310673,139.688,137.53,135.126,130.66233333333332
140.71,135.21832991479604,140.454,138.28199999999998,135.80266666666665,131.255
140.77,135.76749692331643,140.574,139.06400000000002,136.45333333333332,131.77866666666665
139.2,136.26774723098478,140.824,139.815,137.17866666666666,132.33033333333333
140.25,136.5609725078863,140.87400000000002,139.894,137.75866666666667,132.78866666666667
140.97,136.92987525709768,140.43,140.05900000000003,138.49666666666664,133.293
144.0,137.3338877313879,140.38,140.417,138.9813333333333,133.77533333333332
144.74,138.00049895824912,141.03799999999998,140.806,139.722,134.38933333333333
144.14,138.67444906242423,141.832,141.328,140.48733333333334,135.02766666666668
144.82,139.2210041561818,142.82,141.847,140.86933333333334,135.554
143.2,139.78090374056362,143.73399999999998,142.082,141.28400000000002,136.185
140.79,140.12281336650727,144.18,142.28,141.6713333333333,136.78066666666666
142.27,140.18953202985654,143.538,142.28799999999998,141.71666666666667,137.347
142.01,140.3975788268709,143.044,142.438,141.9,137.8396666666667
142.22,140.5588209441838,142.618,142.719,142.10399999999998,138.25966666666667
142.6,140.7249388497654,142.098,142.916,142.08733333333333,138.60666666666665
143.86,140.91244496478885,141.978,143.079,142.17933333333335,138.991
142.77,141.20720046830996,142.59199999999998,143.065,142.38933333333333,139.4213333333333
143.25,141.36348042147895,142.692,142.868,142.52266666666668,139.85066666666668
143.41,141.55213237933106,142.94,142.779,142.7926666666667,140.2756666666667
142.13,141.73791914139795,143.178,142.638,143.00333333333336,140.75
142.65,141.77712722725818,143.084,142.531,143.08066666666667,141.031
139.53,141.86441450453236,142.842,142.717,142.99066666666667,141.3563333333333
139.14,141.63097305407913,142.19400000000002,142.443,142.64333333333335,141.56533333333334
141.94,141.38187574867123,141.372,142.156,142.31,141.5896666666667
141.43,141.4376881738041,141.078,142.128,142.118,141.701
140.32,141.4369193564237,140.938,142.011,142.0,141.83566666666667
140.53,141.32522742078132,140.472,141.65699999999998,141.96866666666668,141.84266666666664
140.89,141.24570467870316,140.672,141.433,141.85266666666666,141.87633333333332
143.52,141.21013421083282,141.022,141.197,141.778,141.94099999999997
143.19,141.44112078974953,141.338,141.208,141.86466666666666,141.97600000000003
145.25,141.6160087107746,141.69,141.31400000000002,141.904,142.04166666666666
144.39,141.97940783969713,142.676,141.574,141.99666666666664,142.193
145.11,142.22046705572743,143.448,142.06,142.10466666666667,142.31366666666665
145.83,142.50942035015467,144.292,142.65699999999998,142.22866666666667,142.51066666666665
142.42,142.8414783151392,144.754,143.046,142.39,142.69666666666666
142.65,142.79933048362528,144.6,143.145,142.40933333333334,142.74499999999998
141.84,142.78439743526278,144.07999999999998,143.37800000000001,142.40933333333334,142.7
142.02,142.68995769173648,143.57,143.509,142.56333333333333,142.60333333333332
144.06,142.62296192256284,142.952,143.622,142.75533333333334,142.53266666666667
145.17,142.76666573030656,142.598,143.676,142.89666666666665,142.50733333333332
146.47,143.00699915727589,143.148,143.874,143.14600000000002,142.57299999999998
148.06,143.3532992415483,143.91199999999998,143.996,143.556,142.76233333333332
147.81,143.82396931739348,145.156,144.363,144.058,142.95533333333333
146.92,144.22257238565413,146.314,144.63299999999998,144.51933333333332,143.14866666666666
145.5,144.49231514708873,146.88600000000002,144.74200000000002,144.746,143.30533333333332
143.62,144.59308363237986,146.952,145.05,144.9,143.402
143.74,144.4957752691419,146.382,145.147,144.7913333333333,143.39399999999998
143.11,144.4201977422277,145.518,145.337,144.74800000000002,143.42633333333333
143.85,144.28917796800496,144.578,145.446,144.61466666666666,143.42166666666668
144.35,144.24526017120445,143.964,145.425,144.48266666666666,143.43633333333335
143.83,144.255734154084,143.73399999999998,145.34300000000002,144.61133333333333,143.5103333333333
142.92,144.21316073867558,143.776,145.079,144.69,143.54966666666667
147.25,144.08384466480803,143.612,144.565,144.762,143.66266666666667
143.36,144.4004601983272,144.44,144.50900000000001,145.11066666666665,143.933
139.76,144.2964141784945,144.34199999999998,144.153,145.064,143.98033333333333
141.18,143.84277276064503,143.424,143.579,144.70333333333332,143.92466666666667
142.87,143.57649548458053,142.894,143.335,144.35066666666668,143.95333333333335
143.83,143.50584593612245,142.88400000000001,143.248,144.00466666666668,144.03133333333332
152.16,143.5382613425102,142.2,143.32,143.73933333333335,144.12933333333334
150.17,144.40043520825918,143.96,144.151,144.08866666666665,144.41733333333332
153.08,144.97739168743328,146.042,144.733,144.4,144.65
152.2,145.78765251868995,148.422,145.658,145.03066666666666,144.911
155.35,146.42888726682096,150.28799999999998,146.58599999999998,145.59466666666668,145.1713333333333
156.45,147.32099854013885,152.59199999999998,147.39600000000002,146.41066666666666,145.51266666666666
155.59,148.23389868612497,153.45,148.70499999999998,147.2506666666667,145.86666666666667
157.25,148.96950881751246,154.534,150.288,148.0,146.30566666666667
156.6,149.79755793576123,155.368,151.895,148.89466666666667,146.79233333333332
156.38,150.47780214218508,156.248,153.268,149.80666666666667,147.28433333333336
157.46,151.06802192796658,156.454,154.523,150.41533333333334,147.763
160.28,151.70721973516993,156.656,155.053,151.35533333333333,148.20966666666666
158.53,152.56449776165292,157.594,156.064,152.72333333333336,148.71333333333334
160.81,153.1610479854876,157.85,156.609,153.88,149.11533333333333
160.02,153.92594318693887,158.692,157.47,155.076,149.54033333333334
159.41,154.53534886824497,159.42000000000002,157.93699999999998,156.15533333333332,149.94733333333335
153.2,155.02281398142048,159.81,158.233,156.63866666666667,150.36366666666666
155.7,154.84053258327845,158.394,157.99399999999997,156.84066666666666,150.62033333333335
157.02,154.9264793249506,157.828,157.839,157.0153333333333,151.02300000000002
157.16,155.13583139245554,157.07,157.881,157.33666666666667,151.46566666666664
157.95,155.33824825321,156.498,157.959,157.45733333333334,151.934
157.75,155.599423427889,156.206,158.008,157.5573333333333,152.40400000000002
163.05,155.8144810851001,157.11599999999999,157.75500000000002,157.70133333333334,152.85066666666668
162.43,156.5380329765901,158.586,158.207,158.08800000000002,153.49133333333333
163.22,157.1272296789311,159.668,158.369,158.47666666666666,154.14166666666668
163.07,157.73650671103798,160.88,158.689,158.93266666666668,154.674
162.99,158.26985603993418,161.904,159.055,159.30666666666667,155.33100000000002
165.18,158.74187043594077,162.952,160.03400000000002,159.48733333333334,156.10533333333333
165.06,159.3856833923467,163.378,160.98200000000003,159.93066666666667,156.90533333333332
165.17,159.95311505311201,163.904,161.786,160.214,157.645
165.61,160.4748035478008,164.294,162.587,160.55733333333333,158.35633333333334
165.88,160.98832319302073,164.80200000000002,163.353,160.97066666666666,158.8046666666667
158.03,161.47749087371866,165.38,164.166,161.816,159.32833333333335
151.44,161.1327417863468,163.95,163.664,161.97133333333335,159.49333333333334
152.72,160.1634676077121,161.22600000000003,162.565,161.59933333333336,159.46800000000002
152.2,159.4191208469409,158.736,161.515,161.3033333333333,159.38033333333334
151.76,158.69720876224682,156.054,160.428,160.92000000000002,159.23866666666666
152.38,158.00348788602213,153.23,159.305,160.52066666666667,159.111
153.4,157.4411390974199,152.1,158.02499999999998,159.8093333333333,158.94866666666667
152.05,157.0370251876779,152.492,156.85899999999998,159.20733333333334,158.84199999999998
155.03,156.5383226689101,152.358,155.547,158.46266666666665,158.69766666666663
154.89,156.3874904020191,152.924,154.48899999999998,157.92666666666668,158.61666666666667
158.02,156.23774136181717,153.55,153.39000000000001,157.38666666666666,158.43699999999998
157.5,156.41596722563546,154.678,153.38899999999998,156.90933333333334,158.42000000000002
151.03,156.5243705030719,155.498,153.995,156.40533333333332,158.30966666666666
153.41,155.97493345276473,155.294,153.826,155.46266666666668,158.01000000000002
150.09,155.71844010748828,154.96999999999997,153.947,154.64933333333332,157.81
149.41,155.15559609673943,154.01,153.78,153.59666666666666,157.70633333333333
146.17,154.5810364870655,152.288,153.483,153.022,157.49666666666664
147.61,153.73993283835895,150.022,152.76,152.67066666666668,157.13500000000002
146.25,153.12693955452303,149.33800000000002,152.316,152.33,156.81666666666666
150.18,152.43924559907074,147.906,151.43800000000002,151.93333333333334,156.42666666666665
152.67,152.21332103916367,147.924,150.967,151.828,156.17433333333332
154.33,152.25898893524732,148.57600000000002,150.432,151.84733333333332,155.82833333333335
158.75,152.46609004172257,150.208,150.115,151.90933333333334,155.55833333333334
158.21,153.0944810375503,152.43599999999998,150.887,152.35600000000002,155.40933333333334
161.12,153.6060329337953,154.828,151.36700000000002,152.568,155.24733333333333
161.7,154.35742964041577,157.01600000000002,152.47,152.98333333333332,155.185
183.6,155.0916866763742,158.82200000000003,153.699,153.2286666666667,155.069
183.86,157.94251800873678,164.676,157.442,154.96866666666668,155.68699999999998
183.6,160.5342662078631,169.698,161.067,157.15733333333336,156.30999999999997
188.54,162.84083958707677,174.776,164.802,159.17000000000002,156.90966666666665
187.91,165.4107556283691,180.26,168.63799999999998,161.73333333333332,157.665
186.97,167.66068006553218,185.502,172.162,164.3,158.661
189.09,169.59161205897897,186.176,175.426,167.02,159.84533333333331
182.68,171.54145085308107,187.222,178.45999999999998,169.7853333333333,161.05766666666668
184.03,172.65530576777297,187.038,180.90699999999998,172.214,162.07366666666667
181.66,173.79277519099566,186.13600000000002,183.198,174.47066666666666,163.14933333333335
182.03,174.5794976718961,184.886,185.19400000000002,176.40333333333334,164.12533333333334
180.74,175.32454790470646,183.898,185.037,178.25,165.07966666666667
179.23,175.8660931142358,182.228,184.725,179.716,166.036
180.27,176.20248380281222,181.538,184.288,181.11733333333333,166.84266666666664
181.33,176.609235422531,180.786,183.461,182.39400000000003,167.68866666666665
178.36,177.08131188027787,180.72,182.803,183.70266666666666,168.46566666666664
175.78,177.2091806922501,179.98600000000002,181.942,183.35333333333335,169.161
169.14,177.0662626230251,178.994,180.61100000000002,182.81466666666665,169.986
171.4,176.2736363607226,176.976,179.257,181.85066666666665,170.51033333333334
171.0,175.78627272465036,175.202,177.994,180.708,171.22066666666666
168.5,175.30764545218534,173.13600000000002,176.92800000000003,179.58066666666667,171.94033333333334
169.98,174.62688090696682,171.164,175.575,178.3493333333333,172.68466666666666
166.09,174.16219281627014,170.004,174.499,177.07533333333333,173.43033333333335
166.54,173.3549735346431,169.394,173.185,175.96933333333334,174.09166666666667
166.76,172.67347618117878,168.42199999999997,171.81199999999998,174.80333333333334,174.637
169.34,172.0821285630609,167.57399999999998,170.355,173.80999999999997,175.10666666666665
169.06,171.8079157067548,167.742,169.45300000000003,172.964,175.607
168.13,171.53312413607932,167.558,168.781,172.18533333333332,175.95066666666668
165.95,171.1928117224714,167.96599999999998,168.68,171.4453333333333,176.28133333333335
167.12,170.66853055022426,167.848,168.135,170.49066666666664,176.44233333333335
168.81,170.31367749520183,167.92000000000002,167.74699999999999,169.54333333333335,176.62300000000002
174.69,170.16330974568163,167.814,167.778,168.90666666666667,176.13
174.71,170.61597877111348,168.94,168.24899999999997,168.834,175.82433333333336
174.74,171.02538089400213,170.256,169.111,169.20533333333336,175.528
174.52,171.39684280460193,172.014,169.93099999999998,169.428,175.068
179.25,171.70915852414174,173.494,170.70700000000002,169.66266666666667,174.6216666666667
179.0,172.46324267172756,175.58200000000002,171.698,170.37933333333334,174.36433333333335
176.42,173.1169184045548,176.44400000000002,172.692,170.98066666666668,174.028
181.74,173.44722656409934,176.786,173.52100000000002,171.66933333333333,173.81933333333333
185.15,174.2765039076894,178.18599999999998,175.1,172.68266666666665,173.743
183.62,175.36385351692047,180.31199999999998,176.90300000000002,173.90866666666668,173.85933333333332
182.63,176.18946816522845,181.186,178.384,174.86066666666665,173.91233333333332
182.35,176.8335213487056,181.91199999999998,179.17800000000003,175.76533333333333,173.97533333333334
184.62,177.38516921383504,183.098,179.942,176.7133333333333,174.07933333333332
185.68,178.10865229245155,183.674,180.93,177.95800000000003,174.22433333333336
185.51,178.8657870632064,183.78000000000003,182.046,179.1953333333333,174.36933333333337
188.75,179.53020835688577,184.158,182.672,180.30866666666668,174.60766666666666
187.35,180.45218752119717,185.382,183.647,181.246,175.04
178.55,181.14196876907747,186.382,184.74,182.08866666666665,175.647
179.38,180.88277189216973,185.168,184.421,182.34266666666664,175.88533333333334
181.97,180.73249470295278,183.908,183.844,182.66666666666666,176.16466666666668
180.69,180.8562452326575,183.2,183.679,182.848,176.61366666666666
181.26,180.83962070939177,181.588,183.48499999999999,182.96066666666667,176.97066666666666
177.01,180.8816586384526,180.36999999999998,183.376,183.28333333333333,177.47633333333334
179.19,180.49449277460732,180.06199999999998,182.61499999999998,182.968,177.82533333333333
184.45,180.3640434971466,180.024,181.966,182.57066666666665,178.2396666666667
194.39,180.77263914743196,180.51999999999998,181.86,182.626,178.74333333333334
198.02,182.13437523268877,183.26,182.424,183.41,179.58766666666665
196.87,183.72293770941988,186.612,183.49099999999999,184.45466666666667,180.584
195.08,185.03764393847788,190.584,185.323,185.2713333333333,181.61466666666666
194.95,186.0418795446301,193.762,186.89299999999997,185.898,182.54666666666665
195.86,186.9326915901671,195.86200000000002,188.191,186.52733333333333,183.418
199.49,187.8254224311504,196.156,189.708,187.00133333333332,184.12366666666668
202.68,188.99188018803537,196.45,191.531,187.81066666666666,184.94966666666667
199.48,190.36069216923184,197.61200000000002,194.098,189.41933333333333,185.881
195.54,191.27262295230867,198.49200000000002,196.127,190.75933333333333,186.713
195.13,191.69936065707782,198.60999999999999,197.236,191.66399999999996,187.25599999999997
194.16,192.04242459137004,198.464,197.31,192.62666666666667,187.79366666666664
192.47,192.25418213223304,197.398,196.924,193.48666666666668,188.38500000000002
196.02,192.27576391900973,195.356,196.48399999999998,194.51733333333334,188.74266666666665
193.77,192.65018752710876,194.664,196.578,195.63933333333335,189.105
195.21,192.76216877439788,194.31,196.45999999999998,196.26066666666665,189.44333333333333
199.54,193.00695189695807,194.32600000000002,196.395,196.31533333333334,189.86266666666668
198.37,193.66025670726225,195.402,196.4,196.41666666666666,190.43566666666666
196.43,194.13123103653604,196.58200000000002,195.969,196.51666666666668,190.89399999999998
198.0,194.36110793288242,196.66400000000002,195.66400000000002,196.60666666666668,191.25233333333333
199.32,194.72499713959417,197.51,195.91000000000003,196.81,191.66866666666667
200.01,195.18449742563473,198.332,196.329,197.04066666666665,192.02100000000002
200.13,195.66704768307125,198.426,196.91400000000002,197.07533333333333,192.443
195.89,196.1133429147641,198.778,197.68,196.90533333333335,193.16233333333332
196.44,196.0910086232877,198.67000000000002,197.667,196.66600000000003,193.71266666666665
193.9,196.12590776095894,198.358,197.93400000000003,196.72600000000003,194.19500000000002
192.02,195.90331698486307,197.27399999999997,197.803,196.64399999999998,194.6353333333333
