Close,RSI,MACD_signal
101.47,65.24040582267314,1.3651870602154677
99.8,56.252863032524054,1.3055516357798147
118.89,76.42557393236238,1.5295751734110674
121.87,79.5220243673852,1.9637049173772936
123.36,79.33317569165288,2.5260637615452697
127.5,79.3624557260921,3.1996082134125543
127.33,79.58797063698792,3.897528531971467
126.51,75.86295065200716,4.5521751581802254
126.97,78.54535974973933,5.142344717819697
126.47,78.03677803677806,5.6414659859581295
126.57,81.197958635509,6.046092586709834
124.87,83.55444997236043,6.3293777904578885
123.3,82.46044735406439,6.482283913516102
122.34,79.95660428532685,6.515364687438
122.14,78.8284518828452,6.453566387855329
122.03,82.41469816272968,6.319075323118901
124.58,66.02816901408453,6.172353395131276
124.34,58.22784810126584,6.007759703165316
122.19,46.26675175494574,5.792597715172023
115.42,16.994535519125634,5.435805747922108
114.78,16.568993074054305,4.986346350936024
113.38,16.07235142118857,4.468665134240078
113.59,14.973821989528801,3.9285269430246004
115.19,22.079207920792058,3.4192012497283426
115.03,21.520236920039494,2.9455421698198228
115.21,24.22625400213444,2.5152265323037932
117.96,36.596385542168655,2.1727775153883364
118.04,38.70798319327733,1.8996774911539573
117.69,38.40541948931736,1.6744466317139586
117.41,38.06818181818182,1.4827425721687941
116.93,27.87738577212265,1.311064314944882
117.51,30.62960862166763,1.1672028810589774
117.0,33.77110694183867,1.0375209036204105
117.22,59.53389830508472,0.9246697298296703
120.81,74.33414043583534,0.8834524666269858
119.16,72.86392405063289,0.8609562746465215
124.57,80.77354260089683,0.9357244717874659
125.39,79.89449003516997,1.0784865469964555
123.24,71.54855643044615,1.219621960534585
122.88,69.94279771190844,1.3438159075624043
122.83,64.73079249848759,1.4470202705912836
123.78,66.49425287356318,1.5435172690162537
123.44,66.53248993674524,1.6218091996375406
125.0,70.32672737011247,1.7057788117404427
124.22,69.21454928834997,1.7725729993814372
125.45,70.23445463812432,1.8406843812283618
125.12,70.88477366255142,1.8965905943981867
126.5,72.52427184466018,1.959610528631242
125.58,63.30172894590069,2.0046411848617884
125.59,69.73603437691835,2.0316264901433776
128.35,63.856304985337225,2.085290405060107
125.89,51.63612565445026,2.1088621426583556
125.33,57.633308984660346,2.0985960207238428
123.8,53.09555854643339,2.038465769814425
127.49,62.59459459459458,2.0044594950486063
129.41,64.45814072932716,2.014673797522794
131.81,69.43799349744543,2.0857679996814777
131.07,64.65475615644614,2.1747335129829666
130.95,66.78304239401493,2.2633655111741566
129.89,61.16700201207239,2.32507188400944
130.5,63.34325396825395,2.3710999310735623
129.18,56.66666666666668,2.3784241955721686
133.7,67.1308016877637,2.427798779194296
132.89,64.89795918367344,2.4824848694978288
133.26,61.10357304387154,2.5378784228005835
138.41,75.24193548387093,2.6671924824874247
138.6,77.15923045435936,2.8330118946536764
137.39,78.18332642057231,2.987257776466331
140.11,77.26879861711319,3.162751216329368
139.52,73.17744154057769,3.3257409026440823
138.95,67.86786786786777,3.4556752364490064
142.47,75.04393673110714,3.6063631044894717
141.22,71.49434910004182,3.7339969277330263
140.71,73.1790916880891,3.8238428599646532
140.77,72.53181219833257,3.8775361555476793
139.2,71.74479166666656,3.8718688653020528
140.25,66.7347981604496,3.837219962993673
140.97,70.73921971252558,3.78896367942681
144.0,74.25474254742538,3.7744142927181343
144.74,67.85109983079519,3.7849580529897024
144.14,65.27012127894143,3.7924776557235718
144.82,71.0959681998863,3.7999127642318618
143.2,59.35796486977576,3.772398229043381
140.79,53.464266230223615,3.6773720905812346
142.27,58.627858627858636,3.560243475067902
142.01,48.560700876095105,3.423138867515055
142.22,53.34672021419008,3.2762493466752214
142.6,56.380823767724415,3.1295224662427303
143.86,59.650218613366576,3.003558940558319
142.77,61.493882807469404,2.8729766677648616
143.25,60.02673796791438,2.747454816969118
143.41,58.472222222222165,2.627975504750476
142.13,42.60869565217395,2.4921355014434785
142.65,41.59292035398235,2.355778106741196
139.53,34.581939799331224,2.171097428478127
139.14,30.62755798090049,1.9546393261520616
141.94,46.02272727272732,1.7698281877234818
141.43,52.29555236728842,1.6023703098486226
140.32,42.81503316138539,1.4332060103977986
140.53,44.526627218934976,1.2719238920149638
140.89,45.135332845647376,1.126881465083957
143.52,52.88944723618094,1.0390128489873196
143.19,47.76517678452298,0.9839528102141802
145.25,57.769423558897174,0.9829663596929633
144.39,53.488372093023195,0.9999627211867255
145.11,55.02958579881659,1.0365474456857946
145.83,61.32190942472457,1.0926166231017789
142.42,49.401976079043116,1.1010641864972024
142.65,59.54712362301095,1.080380577242498
141.84,58.05489260143197,1.027136899513332
142.02,50.28288543140032,0.9568070653346653
144.06,58.391831525207316,0.9098210171324356
145.17,65.47543075941277,0.8955652235969628
146.47,67.72076372315024,0.9212709982918641
148.06,69.9277376320177,0.9939441289915045
147.81,63.74119154388202,1.0859918392152879
146.92,61.53370439084714,1.1686832421906945
145.5,50.804893754024455,1.2158565368950454
143.62,47.67371601208466,1.2055293823922506
143.74,45.705329153605014,1.1588703113976189
143.11,41.42496847414882,1.0791924627077705
143.85,55.42077331311603,0.992342498213876
144.35,56.31500742942047,0.911265467826044
143.83,57.55504935459383,0.8276837379744187
142.92,53.23741007194237,0.7305086262334847
147.25,59.85176034589252,0.6973251701603586
143.36,45.22930943595157,0.6423379525559914
139.76,34.22661024917724,0.5176671648804021
141.18,33.696682464454994,0.3773309166511367
142.87,39.041703637976944,0.260635468741774
143.83,43.166740380362725,0.17959718304585903
152.16,61.28048780487804,0.2576472232682494
150.17,61.05298683766449,0.39898271415537384
153.08,64.40468846391116,0.6180932476139906
152.2,63.91184573002748,0.8590168891979596
155.35,66.39110604332949,1.1492814859701805
156.45,66.95627802690578,1.470186300326528
155.59,66.32426429761239,1.7764017991389753
157.25,69.48599401686155,2.0797935485579173
156.6,64.12813538833481,2.3504004891599846
156.38,72.12780421481976,2.577405874097892
157.46,82.89962825278806,2.776538991149045
160.28,83.7455830388692,2.986426582611176
158.53,77.60930888575454,3.157325317724084
160.81,78.6051212938005,3.324007684241307
160.02,67.75067750677506,3.459129473031003
159.41,72.25433526011557,3.5497701461733797
153.2,50.249376558603444,3.500611816622961
155.7,56.81464174454828,3.398314578861758
157.02,53.50104821802938,3.2813878758736115
157.16,51.550895587592855,3.156175869991898
157.95,55.170902716914945,3.0377450423883716
157.75,51.170411985018724,2.9196583470218735
163.05,62.39907727797004,2.885881559374094
162.43,61.45399469897767,2.890249977832698
163.22,61.02603369065847,2.924314597036314
163.07,55.948827292110856,2.9661482290402885
162.99,60.23875114784207,3.0026215345598612
165.18,60.07376671277087,3.0619196894361984
165.06,61.98858230256896,3.1235222461849363
165.17,64.03508771929825,3.177975696297787
165.61,92.06779661016958,3.224870378607194
165.88,90.6549520766774,3.261526635349254
158.03,52.65091863517059,3.157168219563828
151.44,38.784313725490186,2.8575597534044785
152.72,39.93843786071567,2.4651870048871434
152.2,39.45267958950967,2.0213252730366165
151.76,23.682983682983618,1.556832257181304
152.38,26.57342657342653,1.1101008458984711
153.4,27.352398523985258,0.7116638229256911
152.05,25.917832167832202,0.3412230267123712
155.03,34.56167571761054,0.054515284960689914
154.89,28.318584070796433,-0.16703837644390962
158.02,36.83620044876593,-0.2858224773147278
157.5,35.87476979742178,-0.34161059882569883
151.03,28.028933092224236,-0.45743602696337254
153.41,32.332105412298134,-0.5658058162365658
150.09,37.093628088426556,-0.7155007071456484
149.41,45.91549295774648,-0.8924683496258279
146.17,37.784408802685576,-1.1269112799815204
147.61,41.72376487558607,-1.3595459037562592
146.25,40.38394415357771,-1.5974513501854941
150.18,46.55819774718401,-1.7598472800607168
152.67,48.908166317678706,-1.8226647011734531
154.33,53.37877889745109,-1.7891366971090874
158.75,55.28709494030698,-1.622382517483858
158.21,54.66554243957281,-1.3857839283649709
161.12,54.38348416289592,-1.068225273173407
161.7,55.92885375494069,-0.7048811037396684
183.6,82.02556538839723,0.019121713268678515
183.86,81.2435871126616,0.9353295253278681
183.6,86.68710313115824,1.9176986238515403
188.54,89.18485880232319,2.964482915281967
187.91,94.10397295012676,3.979959301142422
186.97,92.03331909440406,4.8985112648771185
189.09,95.01891551071878,5.730819530571112
182.68,82.4610467439073,6.350111439335821
184.03,82.05233033524121,6.810489790273802
181.66,77.53374974813619,7.09379595827344
182.03,75.53751645458534,7.241000272984622
180.74,74.31469889920137,7.258096988457813
179.23,70.15357222345868,7.152114703965666
180.27,70.45604758757435,6.974836129670417
181.33,45.37678207739313,6.7631782764766255
178.36,39.91195891415995,6.478268344991968
175.78,36.781609195402325,6.106453202223362
169.14,18.989769820971915,5.5798035568413455
171.4,24.91643877240969,5.007053968594963
171.0,25.33209762125432,4.417640453906123
168.5,18.564885496183294,3.798725607279413
169.98,27.17469446441413,3.2087189078486555
166.09,20.454545454545524,2.598384403649675
166.54,23.417721518987392,2.008560812001497
166.76,23.011664899257724,1.4614446454185654
169.34,30.730223123732287,1.007608864200721
169.06,32.06349206349212,0.6292664620807911
168.13,28.505665722379604,0.3018033489377374
165.95,23.80790190735695,-0.012071951733538549
167.12,29.608127721335293,-0.28228263178506824
168.81,36.932883389576325,-0.4833539410254298
174.69,60.71015052103436,-0.5356359145925713
174.71,56.99197296155471,-0.49037899672547647
174.74,58.02575107296139,-0.38476272836221126
174.52,64.31969552806852,-0.2494839871956284
179.25,69.09765142150805,-0.026671905946355656
179.0,81.28938439166258,0.23539638626576437
176.42,71.70474516695953,0.4666327489226451
181.74,76.88442211055273,0.7502364056701963
185.15,77.55315440920177,1.1044905133899843
183.62,74.315297261189,1.4575287556429213
182.63,74.16666666666663,1.7721811942927863
182.35,79.18149466192166,2.037773158243893
184.62,79.96575342465749,2.2902642244826885
185.68,79.52397619880989,2.532999608399295
185.51,73.6657917760279,2.7484102605162732
188.75,76.91717791411034,2.9808302425384285
187.35,72.96903460837879,3.182597406087363
178.55,55.5925617540938,3.206922365082803
179.38,50.202303143479604,3.124687773823683
181.97,54.30809399477806,3.014174735852614
180.69,56.43653904130239,2.864439025042095
181.26,49.15552427867696,2.7005340772919793
177.01,36.090225563909755,2.462378963302708
179.19,42.59445001671681,2.219338135222685
184.45,52.662375658279686,2.064837545400593
194.39,63.73175182481751,2.1278121499749263
198.02,64.82300884955752,2.3768595759825057
196.87,62.353720468094494,2.7057134419216697
195.08,60.20038371349395,3.0326241024424094
194.95,57.07762557077624,3.3321935645939544
195.86,59.82452089586702,3.6058459424250184
199.49,77.45149449396956,3.8986047616904487
202.68,78.76543209876542,4.230001105262788
199.48,71.2965215276088,4.50754719738663
195.54,66.96367374914323,4.663657559676695
195.13,65.90231598257279,4.718300066475844
194.16,71.26208777584921,4.680250292972195
192.47,66.66666666666663,4.548467225826015
196.02,65.17178075006555,4.411113532051547
193.77,48.98160315374511,4.231517329107802
195.21,45.02654867256637,4.048188944550491
199.54,54.24753420299075,3.931987657330019
198.37,55.339175592340126,3.8363233358448667
196.43,52.26854690374007,3.7188507445831362
198.0,53.21514423076922,3.6104396796253977
199.32,49.72554084597995,3.526222197683044
200.01,45.31085353003158,3.4645551777719645
200.13,51.280031508467914,3.414273145527626
195.89,50.68119891008174,3.298334327424473
196.44,52.53581107239644,3.148578170011413
193.9,49.525547445255484,2.9377759616359937
192.02,49.184487133019225,2.663071783611231
